Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
Paatra - Jaypee Siddharth,North Indian,3500," Jaypee Siddharth, Rajendra Place, New Delhi",4,244,0,https://www.zomato.com/ncr/paatra-jaypee-siddharth-rajendra-place-new-delhi,"Jaypee Siddharth, 3, Rajendra Place, New Delhi",911144000000,28.64272313,77.17537165
Hyjack,"Asian, Continental, North Indian",1800," Safdarjung, New Delhi",4,435,4,https://www.zomato.com/ncr/hyjack-safdarjung-new-delhi,"B6/6, 2nd Floor, DDA Market, Safdarjung Enclave, Opposite Deer Park, Safdarjung, New Delhi",917903000000,28.55901212,77.19609004
Singh Ching,"North Indian, Mughlai, Asian",1000," Delhi University-GTB Nagar, New Delhi",4,697,6026,https://www.zomato.com/ncr/singh-ching-delhi-university-gtb-nagar-new-delhi,"2512, Hudson Lane, Near GTB Nagar Metro Station, Delhi University-GTB Nagar, New Delhi",919971000000,28.69611447,77.20407061
Heaven's Kitchen,"North Indian, Chinese, Biryani, Mughlai, Rolls, Momos, Fast Food, Beverages",400," Kalkaji, New Delhi",4,407,6881,https://www.zomato.com/ncr/heavens-kitchen-kalkaji-new-delhi,"59-60, Mini Central Market, Near Mother Dairy, Kalkaji, New Delhi",919211000000,28.53058787,77.25697115
Pizza Hut,"Pizza, Fast Food, Desserts",400," Ansal Plaza Mall, Palam Vihar, Gurgaon",4,299,2026,https://www.zomato.com/ncr/pizza-hut-palam-vihar,"A-01A, Ground Floor, Ansal Plaza Mall, Palam Vihar, Delhi NCR",18002022022,28.51138841,77.04230994
New Punjabi Dhaba,North Indian,350," Rohini, New Delhi",4,384,16500,https://www.zomato.com/ncr/new-punjabi-dhaba-rohini-new-delhi,"Shop 6, Pocket 26, Sector 24, Rohini, New Delhi",919205000000,28.73088861,77.08827831
Paatra - Jaypee Greens Golf & Spa Resort,North Indian,3500," Jaypee Greens Golf & Spa Resort, Surajpur, Greater Noida",4,157,0,https://www.zomato.com/ncr/paatra-jaypee-greens-golf-spa-resort-jaypee-greens-greater-noida,"Jaypee Greens Golf & Spa Resort, G Block, Jaypee Greens, Noida",911207000000,28.47009216,77.51846809
1440 - 24 Hrs Cafe,"Kebab, BBQ, Middle Eastern, North Indian",1800," Park Inn by Radisson, Lajpat Nagar 4, New Delhi",4,150,14,https://www.zomato.com/ncr/1440-24-hrs-cafe-lajpat-nagar-4-new-delhi,"1-2, Ring Road, Lajpat Nagar 4, New Delhi",919999000000,28.56362035,77.23466825
The Cake House,"North Indian, Bakery",300," Sector 72, Noida",4,98,703,https://www.zomato.com/ncr/the-cake-house-sector-72-noida,"Shop 10, Lakkhu Market, Sector 117, Near Sector 72, Noida",919582000000,28.57309563,77.39895221
Desi Corridor,"North Indian, Chinese, Fast Food",800," Sector 53, Gurgaon",4,165,148,https://www.zomato.com/ncr/desi-corridor-sector-53,"Plot 88-E, Saraswati Kunj, Chaudhary Raghavendra Singh Road, Sector 53, Gurgaon",918069000000,28.43815571,77.1031069
Open Oven Bakehouse,"Bakery, Desserts, Fast Food, Beverages",600," Greater Kailash 2 (GK2), New Delhi",4,470,2307,https://www.zomato.com/ncr/open-oven-bakehouse-greater-kailash-gk-2-new-delhi,"E-564, Greater Kailash (GK 2), New Delhi",911142000000,28.53934569,77.24005882
K.K. Family Restaurant,"Chinese, North Indian, Mughlai",500," Tagore Garden, New Delhi",4,299,5882,https://www.zomato.com/ncr/k-k-family-restaurant-tagore-garden-new-delhi,"WZ-55/2, Tatarpur, Tagore Garden, New Delhi",911125000000,28.6454725,77.1158684
Big Bake,"Chinese, Fast Food, Bakery",600," Pitampura, New Delhi",4,397,0,https://www.zomato.com/ncr/big-bake-pitampura-new-delhi,"8, Vaishali Enclave, Opposite Pillar 353, Main Metro Road, Pitampura, New Delhi",911147000000,28.69968063,77.13730238
The Oberoi Patisserie And Delicatessen,"Bakery, Desserts, Fast Food",2000," The Oberoi, Udyog Vihar, Gurgaon",4,77,0,https://www.zomato.com/ncr/the-oberoi-patisserie-and-delicatessen-udyog-vihar,"443, Phase 5, Udyog Vihar, Gurgaon",911242000000,28.50194205,77.08699487
Scoops,"Pizza, Burger, Fast Food, Ice Cream, Desserts, Beverages",400," Uttam Nagar, New Delhi",4,760,17100,https://www.zomato.com/ncr/scoops-uttam-nagar-new-delhi,"E-1, Bal Udyan Road, Block E, Block C, Uttam Nagar, New Delhi",919872000000,28.62045363,77.05796935
Momo Queen,"Momos, Tibetan, Chinese",500," Vasant Kunj, New Delhi",4,371,6842,https://www.zomato.com/ncr/momo-queen-vasant-kunj-new-delhi,"Shop 3, Sector C, Pocket 2, Opposite Vasant Vatika Park, Vasant Kunj, New Delhi",919811000000,28.533985,77.14666
Muttu South Indian Anna,"South Indian, Chinese",300," Lajpat Nagar 4, New Delhi",4,216,0,https://www.zomato.com/ncr/muttu-south-indian-anna-lajpat-nagar-4-new-delhi,"C-4/16, Amar Colony, Main Market, Lajpat Nagar 4, New Delhi",919999000000,28.5625476,77.24432319
Inferno Brewpub,"North Indian, Chinese, Continental, Italian",1800," Sector 29, Gurgaon",4,305,0,https://www.zomato.com/ncr/inferno-brewpub-sector-29,"Plot 6 & 7, 3rd Floor, Sector 29, Gurgaon",917428000000,28.46857871,77.0640697
Invitation Restaurant,"North Indian, Fast Food, Chinese, South Indian",600," Sector 86, Faridabad",4,317,7210,https://www.zomato.com/ncr/invitation-restaurant-sector-86-faridabad,"SCO - 26, Amsterdam Street, Omaxe World Street, Sector 79, Near Sector 86, Faridabad",919999000000,28.38675601,77.35285409
Wok Me,"Chinese, Asian",600," Hauz Khas, New Delhi",4,521,6193,https://www.zomato.com/ncr/wok-me-hauz-khas-new-delhi,"Shop 28, Ground Floor, Aurobindo Market, Hauz Khas, New Delhi",911141000000,28.5523313,77.20396936
Patiala Shahi,"North Indian, Mughlai",650," Rohini, New Delhi",4,465,4940,https://www.zomato.com/ncr/patiala-shahi-rohini-new-delhi,"Shop 8, CSC 3, Sector 2, Rohini, New Delhi",919999000000,28.6985016,77.1043875
Tobiko By Enoki,"Asian, Chinese, Japanese, Thai, Sushi, Poké",1000," DLF Phase 4, Gurgaon",4,148,508,https://www.zomato.com/ncr/tobiko-by-enoki-dlf-phase-4,"F101, DLF Galleria Market, DLF Phase 4, Gurgaon",919668000000,28.4680309,77.0812073
Freedom Corner,"Chinese, Tibetan, Momos, Nepalese, Seafood",600," Safdarjung, New Delhi",4,249,7826,https://www.zomato.com/ncr/freedom-corner-safdarjung-new-delhi,"C 119, Humayun Pur, Safdarjung Enclave, Safdarjung, New Delhi",911126000000,28.56094655,77.19366666
Flavours Of Southwala,"South Indian, Fast Food, Chinese, Beverages",500," Laxmi Nagar, New Delhi",4,181,679,https://www.zomato.com/ncr/flavours-of-southwala-laxmi-nagar-new-delhi,"D-355, Gate 5, Vikas Marg, Metro Station Road, Laxmi Nagar, New Delhi",919355000000,28.63088638,77.27772273
La Brezza - Jaypee Greens Golf & Spa Resort,Italian,3000," Jaypee Greens Golf & Spa Resort, Surajpur, Greater Noida",4,129,0,https://www.zomato.com/ncr/la-brezza-jaypee-greens-golf-spa-resort-jaypee-greens,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur Kasna Road, Jaypee Greens, Noida",911207000000,28.47009599,77.5184644
Ashirwad Restaurant,"North Indian, South Indian, Chinese, Beverages",700," Sector 16, Faridabad",4,474,3075,https://www.zomato.com/ncr/ashirwad-restaurant-sector-16-faridabad,"Sco 18 & 19, Huda Market, Sector 16, Faridabad",911292000000,28.40930021,77.31995378
Nosher's Kitchen,"Fast Food, Chinese, North Indian",900," Gaur City 1, Greater Noida",4,378,3016,https://www.zomato.com/ncr/noshers-kitchen-gaur-city-1,"219 - 221, 2nd Floor, City Plaza Market, Gaur City 1, Greater Noida",918219000000,28.61497727,77.42771219
Tsui Wong,"Thai, Asian, Chinese",800," East Patel Nagar, New Delhi",4,271,1084,https://www.zomato.com/ncr/tsui-wong-east-patel-nagar-new-delhi,"23/1, Main Market, East Patel Nagar, New Delhi",911145000000,28.64446388,77.17349343
Gigi Bistro Indiano,"North Indian, Mediterranean, Asian, Chinese, Italian",1600," DLF Phase 3, Gurgaon",4,92,14,https://www.zomato.com/ncr/gigi-bistro-indiano-dlf-phase-3,"Near Moulsari Avenue, Avenue Metro Pillar 142, DLF Phase 3, Gurgaon",919999000000,28.49812373,77.09562622
The Royale,"North Indian, Continental, Chinese",1400," Hajipur, Noida",4,154,8,https://www.zomato.com/ncr/the-royale-hajipur,"515 & 516, Keshari Plaza, Near Express Way, Sector 104, Near Hajipur, Noida",918882000000,28.53903466,77.3657535
Malhotra's Zayeeka,"North Indian, Mughlai, Chinese, Momos, Rolls",500," Moti Nagar, New Delhi",4,323,10500,https://www.zomato.com/ncr/malhotras-zayeeka-moti-nagar-new-delhi,"Shop 23, Sudama Market, Moti Nagar, New Delhi",919811000000,28.65750976,77.13895027
Foodelicious,"North Indian, Chinese, Mughlai, Momos",500," Sector 56, Noida",4,448,15200,https://www.zomato.com/ncr/foodelicious-sector-56-noida,"E-4/20, Om Sai Market, Sector 56, Noida",911204000000,28.6033255,77.3427967
Tau's Cafe & Lassi Bar,"North Indian, Fast Food, Rolls, Chinese, Beverages",450," Ansal Plaza Mall, Palam Vihar, Gurgaon",4,518,5549,https://www.zomato.com/ncr/taus-cafe-lassi-bar-palam-vihar,"Ground Floor, 13 /12 Ansal Plaza, Palam Vihar, Delhi NCR",911244000000,28.51171867,77.04162095
For God's Cake,"Bakery, Street Food, Fast Food",300," Paschim Vihar, New Delhi",4,220,1114,https://www.zomato.com/ncr/for-gods-cake-paschim-vihar-new-delhi,"2, Jwala Heri Road, Paschim Vihar, New Delhi",911146000000,28.67482821,77.10684523
Khan's Kathi Rolls,"Rolls, Hyderabadi, Chinese",300," Gamma 1, Greater Noida",4,305,9788,https://www.zomato.com/ncr/khans-kathi-rolls-gamma-1,"Amritpuram Market, Jagat Farms, Gamma 1, Greater Noida",918511000000,28.479888,77.501038
Laddu Gopal,"North Indian, Chinese",400," Old Railway Road, Gurgaon",4,327,9788,https://www.zomato.com/ncr/laddu-gopal-old-railway-road,"727, Bhim Nagar, Old Railway Road, Gurgaon",919869000000,28.47109541,77.01916114
A One Chicken Biryani Corner,"Biryani, Mughlai",400," NIT, Faridabad",4,221,7554,https://www.zomato.com/ncr/a-one-chicken-biryani-corner-nit-faridabad,"Shop 1, 5 R/4, Opposite Surya Hospital, NIT, Faridabad",918449000000,28.39270758,77.30381325
Twist of Italy,"Italian, Fast Food, Beverages",350," Sector 37, Faridabad",4,244,385,https://www.zomato.com/ncr/twist-of-italy-sector-37-faridabad,"92, Huda Market, Sector 37, Faridabad",919650000000,28.48091526,77.3109258
The Tomato Restaurant,"North Indian, Rajasthani, Sandwich",400," DLF Phase 4, Gurgaon",4,127,1683,https://www.zomato.com/ncr/the-tomato-restaurant-dlf-phase-4,"2nd Floor, Vijay Complex, Vakil Market, Chakkarpur, DLF Phase 4, Gurgaon",919830000000,28.47330201,77.080344
Namcha,"Naga, Nepalese, Tibetan",500," Vasant Kunj, New Delhi",4,87,258,https://www.zomato.com/ncr/namcha-vasant-kunj-new-delhi,"145/9, Kishan Garh, Gaushala Road, Vasant Kunj, New Delhi",919600000000,28.52044005,77.16681439
Nutritious Nation,"Healthy Food, Sandwich, Burger, Continental",500," Greater Kailash 2 (GK2), New Delhi",4,651,15600,https://www.zomato.com/ncr/nutritious-nation-greater-kailash-gk-2-new-delhi,"Shop M 45, Ground Floor, Main Market, Greater Kailash 2 (GK 2), New Delhi",911142000000,28.53391989,77.24274371
Gopal Foods,"North Indian, Chinese",350," Kamla Nagar, New Delhi",4,509,5127,https://www.zomato.com/ncr/gopal-foods-kamla-nagar-new-delhi,"A 43, Kamla Nagar, New Delhi",919999000000,28.68228629,77.19989441
Serve,"Fast Food, Beverages",500," Sector 37, Noida",4,280,1481,https://www.zomato.com/ncr/serve-sector-37-noida,"Shop 2, Godavari, Sector 37, Noida",911204000000,28.56538303,77.34046128
Baked Pizza & Co.,"Pizza, Italian, Beverages, Pasta",700," Greater Kailash 1 (GK1), New Delhi",4,177,494,https://www.zomato.com/ncr/baked-pizza-co-greater-kailash-gk-1-new-delhi,"9A, 1st Floor, M Block Market, Greater Kailash 1 (GK 1), New Delhi",911140000000,28.55038876,77.23482717
Wraps Kathi Rolls,"Rolls, Wraps, Chinese, Lebanese, Fast Food",300," Karol Bagh, New Delhi",4,345,4498,https://www.zomato.com/ncr/wraps-kathi-rolls-karol-bagh-new-delhi,"Near City Hospital, Pusa Road, Karol Bagh, New Delhi",911142000000,28.64338371,77.18897011
Kathi Junction,"Rolls, North Indian, Biryani, Beverages",500," MSX Mall, Jaypee Greens, Greater Noida, Greater Noida",4,302,12900,https://www.zomato.com/ncr/kathi-junction-jaypee-greens,"Shop 131, Ground Floor, MSX Mall, Near Swarn Nagri, Jaypee Greens, Greater Noida",919582000000,28.45763437,77.5284496
The Waffle House,"Desserts, Fast Food",600," Raj Nagar, Ghaziabad",4,252,2474,https://www.zomato.com/ncr/the-waffle-house-raj-nagar-ghaziabad,"RKC-13, Ground Floor, RDC, Raj Nagar, Ghaziabad",918448000000,28.675089,77.443946
Cafe NYC Queens,"Beverages, Coffee, Continental",500," Kalkaji, New Delhi",4,236,595,https://www.zomato.com/ncr/cafe-nyc-queens-kalkaji-new-delhi,"G-89, Floor 1, Near Mangla Apartments, Kalkaji, New Delhi",919354000000,28.54012798,77.25806683
Hungry Chow,"Chinese, Thai",400," Sector 45, Noida",4,169,2014,https://www.zomato.com/ncr/hungry-chow-sector-45-noida,"Shop 5, Gardenia Glory Market, Sector 46, Near Sector 45, Noida",918801000000,28.55164688,77.35484663
Pizzaiolo,"Italian, Pizza, Pasta, Salad, Desserts",500," Sector 49, Gurgaon",4,101,368,https://www.zomato.com/ncr/pizzaiolo-1-sector-49,"Shop 16, Near Eros City Square, Ground Floor, Sector 49, Delhi NCR, Delhi NCR",919873000000,28.41307485,77.05501556
Swastik Pure Veg,"North Indian, Chinese",500," Sector 23, Dwarka, New Delhi",4,120,1719,https://www.zomato.com/ncr/swastik-pure-veg-sector-23-dwarka-new-delhi,"G-61 & 62, Vardhman Plus City Mall, Sector 23, Dwarka, New Delhi",919212000000,28.56466836,77.05420654
Cannoli Royale,"Bakery, Fast Food, Desserts",500," Paschim Vihar, New Delhi",4,93,144,https://www.zomato.com/ncr/cannoli-royale-1-paschim-vihar-new-delhi,"F-8, 1st Floor, CSC Market, Ambica Vihar, Near Paschim Vihar, New Delhi",919999000000,28.6663179,77.08044257
Nazim's Kathi Roll,"Rolls, Burger, Momos, North Indian",450," Sector 14, Gurgaon",4,478,4262,https://www.zomato.com/ncr/nazims-kathi-roll-sector-14,"37, Main Market, Near Dahiya Driving College, Sector 14, Gurgaon",911244000000,28.47311133,77.04857659
China Chowk,"Chinese, Fast Food, Momos",350," West Patel Nagar, New Delhi",4,475,4501,https://www.zomato.com/ncr/china-chowk-west-patel-nagar-new-delhi,"G-79, West Patel Nagar, New Delhi",919899000000,28.65205623,77.16215104
Nukkadwala,"Fast Food, Street Food, Beverages",400," Sohna Road, Gurgaon",4,454,4774,https://www.zomato.com/ncr/nukkadwala-sohna-road,"Ground Floor, Block 3, Vatika Business Park, Sohna Road, Gurgaon",911244000000,28.40594302,77.04489995
A One Chicken Biryani,"Salad, Beverages",250," Janakpuri, New Delhi",4,250,5781,https://www.zomato.com/ncr/a-one-chicken-biryani-2-janakpuri-new-delhi,"C-1, 40 Feet Road, Janakpuri, New Delhi",918589000000,28.61577783,77.07998559
Shish Shawarma,"Arabian, Fast Food, Pizza, Beverages",400," Community Centre, New Friends Colony, New Delhi",4,244,4395,https://www.zomato.com/ncr/shish-shawarma-new-friends-colony-new-delhi,"55, Grandlays Cinema Complex, Community Centre, New Friends Colony, New Delhi",920000000000,28.5603464,77.25262597
Wah! Amritsar,"North Indian, Mughlai, Chinese",500," Supermart 2, DLF Phase 4, Gurgaon",4,302,7047,https://www.zomato.com/ncr/wah-amritsar-dlf-phase-4,"E-21, Supermart 2, DLF Phase 4, Gurgaon",919910000000,28.46151812,77.08788771
Red Mango,Cafe,600," Ambience Mall, Vasant Kunj, New Delhi",4,330,789,https://www.zomato.com/ncr/red-mango-vasant-kunj-new-delhi,"Level 2, Ambience Mall, Vasant Kunj, New Delhi",911141000000,28.54104309,77.15512432
Max's Cafe,"Burger, Rolls, Pizza, Sandwich, Wraps, Fast Food, Beverages, Desserts",500," Alpha 2, Greater Noida",4,235,3560,https://www.zomato.com/ncr/maxs-cafe-alpha-2-greater-noida,"I 335, Alpha 2, Greater Noida",919900000000,28.47921,77.52125
Waffle Fever Cafe,"Fast Food, Desserts",400," Sector 14, Gurgaon",4,209,1898,https://www.zomato.com/ncr/waffle-fever-cafe-sector-14,"Shop 114, Huda Market, Sector 14, Gurgaon",911244000000,28.47427223,77.04776824
TADO - The Artisan Deli and Oven,Cafe,1000," Vivanta by Taj, Suraj Kund, Faridabad",4,165,0,https://www.zomato.com/ncr/tado-the-artisan-deli-and-oven-suraj-kund-faridabad,"Vivanta by Taj, Shooting Range Road, Suraj Kund, Faridabad",911297000000,28.48928263,77.28528421
Rayna's Cafe,"Cafe, Fast Food, Pizza, Italian, Desserts, Beverages",600," Safdarjung, New Delhi",4,131,382,https://www.zomato.com/ncr/raynas-cafe-safdarjung-new-delhi,"B 6/2, DDA Shopping Complex, Safdarjung Enclave, Safdarjung, New Delhi",919999000000,28.55984903,77.19581142
Baskin Robbins,"Ice Cream, Desserts, Beverages",300," Sector 62, Noida",4,172,582,https://www.zomato.com/ncr/baskin-robbins-1-sector-62-noida,"Plot 44A & 45, Galactic Court, Lower Ground Floor, Tower B, Galaxy Business Park, Sector 62, Noida",911205000000,28.62455975,77.37047084
Mag 'n' Cheese,Fast Food,350," Kamla Nagar, New Delhi",4,245,221,https://www.zomato.com/ncr/mag-n-cheese-kamla-nagar-new-delhi,"94A, Near Chota Gol Chakkar, Kamla Nagar, New Delhi",919837000000,28.68050587,77.20138907
Giani,"Ice Cream, Desserts, Bakery, Beverages",300," Vasant Vihar, New Delhi",4,161,6401,https://www.zomato.com/ncr/giani-1-vasant-vihar-new-delhi,"401, Nelson Mandela Marg, Vasant Vihar, New Delhi",919811000000,28.558562,77.170245
Kay's Chicken Corner,"Mughlai, North Indian, Kebab",800," Pitampura, New Delhi",4,245,344,https://www.zomato.com/ncr/kays-chicken-corner-pitampura-new-delhi,"Shop 17, ND Market, Pitampura, New Delhi",911127000000,28.69955506,77.14574698
Moti Dhaba,North Indian,550," Shalimar Bagh, New Delhi",4,259,591,https://www.zomato.com/ncr/moti-dhaba-shalimar-bagh,"142, New Subzi Mandi, Shalimar Bagh, New Delhi",919269000000,28.7100978,77.1714283
Sugandh,North Indian,500," Daryaganj, New Delhi",4,135,55,https://www.zomato.com/ncr/sugandh-daryaganj-new-delhi,"4702/21, Ansari Road, Daryaganj, New Delhi",911123000000,28.64500322,77.24380452
Mr.Singh  Pishori Chicken Corner,North Indian,300," Sector 49, Gurgaon",4,90,469,https://www.zomato.com/ncr/mrsingh-pishori-chicken-corner-sector-49,"Near Sapphire Mall, St Mark Road, Sector 49, Gurgaon",919892000000,28.41208992,77.04949357
Anand Curry Delite,"North Indian, Mughlai, Chinese, Fast Food, Momos, Rolls",600," PVR Anupam Complex, Saket, New Delhi",4,395,4167,https://www.zomato.com/ncr/anand-curry-delite-saket-new-delhi,"24/1, PVR Anupam Complex, Community Centre, Saket, New Delhi",917011000000,28.52328811,77.20684838
Street Monk - Gourmet Pan Asian,"Chinese, Asian",700," Sector 30, Gurgaon",4,558,4073,https://www.zomato.com/ncr/street-monk-gourmet-pan-asian-sector-30,"Plot 8, Second Floor, Sector 30, Gurgaon",919871000000,28.45980824,77.0554189
The Red Pepper,Pizza,500," Vasundhara, Ghaziabad",4,454,8352,https://www.zomato.com/ncr/the-red-pepper-vasundhara-ghaziabad,"Shop 13, Mart Mall, Sector 4B, Vasundhara, Ghaziabad",918448000000,28.66923231,77.37918332
#Waffles,"Desserts, Ice Cream, Fast Food, Beverages",400," Geeta Colony, New Delhi",4,321,3988,https://www.zomato.com/ncr/waffles-geeta-colony-new-delhi,"13/50, Back Lane, Geeta Colony, New Delhi",920000000000,28.65099,77.274551
Anjuna Garden,"Cafe, North Indian, Chinese",500," Raj Nagar, Ghaziabad",4,422,13400,https://www.zomato.com/ncr/anjuna-garden-raj-nagar-ghaziabad,"R 11/22, Raj Nagar, Ghaziabad",918369000000,28.68201186,77.44832296
Vaishno Snacks Corner,North Indian,350," IP Extension, New Delhi",4,277,7761,https://www.zomato.com/ncr/vaishno-snacks-corner-ip-extension-new-delhi,"G-10, Aggarwal Tower, Ajanta Market, IP Extension, New Delhi",919953000000,28.62796119,77.30791066
Classic Pizza Everyday,"Pizza, Fast Food, Beverages",500," Krishna Nagar, New Delhi",4,295,2795,https://www.zomato.com/ncr/classic-pizza-everyday-krishna-nagar-new-delhi,"Shop 636/4, Jheel Khuranja, Opposite Jheel Gurudwara, Krishna Nagar, New Delhi",919871000000,28.6581376,77.27456242
Northern Delights,"North Indian, Mughlai, Chinese, Rolls",900," Indirapuram, Ghaziabad",4,297,2076,https://www.zomato.com/ncr/northern-delights-indirapuram-ghaziabad,"House 12 A, 2nd Floor, Ahinsa Khand 2, Behind Shanti Gopal Hospital, Indirapuram, Ghaziabad",917679000000,28.64171003,77.37954173
Cafe 31,"Street Food, Fast Food, Sandwich, Burger, Italian, Pizza, Desserts, Beverages",500," Sector 31, Gurgaon",4,234,1411,https://www.zomato.com/ncr/cafe--sector-31,"Shop 173, Main Market, Sector 31, Gurgaon",919717000000,28.45400517,77.05145627
Cafe Maple Street,"Cafe, Bakery, Fast Food, Desserts, Beverages",500," Sector 49, Gurgaon",4,167,767,https://www.zomato.com/ncr/cafe-maple-street-sector-49,"Shop 1, Tower B, Vatika Business Park, Sector 49, Delhi NCR, Delhi NCR",919600000000,28.40575753,77.04438698
Black Buck's Coffee,"Fast Food, Beverages",400," DLF Cyber City, Gurgaon",4,196,3,https://www.zomato.com/ncr/black-bucks-coffee-dlf-cyber-city,"Building 9A, DLF Cyber City, Gurgaon",918803000000,28.49618874,77.09325213
Spice Punch Bistro,"North Indian, Chinese, Fast Food, Momos, Beverages",500," Rohini, New Delhi",4,257,1764,https://www.zomato.com/ncr/spice-punch-bistro-1-rohini-new-delhi,"G-20, 30 Block, Sector 7, Rohini, New Delhi",919560000000,28.7104598,77.1133211
Zaika Of Purani Dilli,"North Indian, Chinese, Mughlai, Biryani",500," Sector 72, Noida",4,178,4202,https://www.zomato.com/ncr/zaika-of-purani-dilli-sector-72-noida,"GT-55, Sector 117, Near Sector 72, Noida",918801000000,28.57406,77.39876
Punjabi Zaika,"North Indian, Chinese, Mughlai",400," Sector 23, Faridabad",4,248,1879,https://www.zomato.com/ncr/punjabi-zaika-sector-23-faridabad,"Shop 947, Sector 23, Faridabad",919540000000,28.36106347,77.29935005
Middle East Cuisine,Middle Eastern,700," Sector 29, Gurgaon",4,150,132,https://www.zomato.com/ncr/middle-east-cuisine-sector-29,"Metro Park, South Court, Huda City Center Metro Station, Sector 29, Gurgaon",918801000000,28.45865779,77.07250893
Lucknow Wale Kababi,"Lucknowi, Kebab, North Indian",600," Sector 135, Noida",4,175,1586,https://www.zomato.com/ncr/lucknow-wale-kababi-sector-135-noida,"1, B 4, Matrix Tower, Opposite Jaypee Hospital, Sector 135, Noida",918527000000,28.49618225,77.40159519
D Streat Cafe,"Italian, Sandwich, Fast Food, Desserts, Beverages",450," Jangpura, New Delhi",4,134,971,https://www.zomato.com/ncr/d-streat-cafe-jangpura-new-delhi,"2/16, Jangpura Extension, Behind DAV School, Jangpura, New Delhi",918826000000,28.58042021,77.24745601
Coldpress Company,"Healthy Food, Juices, Salad",500," Omaxe Gurgaon Mall, Gurgaon",4,86,1679,https://www.zomato.com/ncr/coldpress-company-sohna-road,"Omaxe Gurgaon Mall, Sohna Road, Gurgaon",918800000000,28.41045503,77.04351459
The Desserts Factory,"Bakery, Desserts, Beverages",450," Qutab Plaza, DLF Phase 1, Gurgaon",4,152,61,https://www.zomato.com/ncr/the-desserts-factory-dlf-phase-1,"J-2, Qutub Plaza Market, DLF Phase 1, Gurgaon",911245000000,28.47123895,77.1024102
Curry Ok,"North Indian, Chinese, Mughlai, Beverages",600," Vikaspuri, New Delhi",4,193,237,https://www.zomato.com/ncr/curry-ok-vikaspuri-new-delhi,"Shop 61, DDA Market, C-Block, Vikaspuri, New Delhi",918882000000,28.63521574,77.07064915
Flavora,"Cafe, Continental, Italian, North Indian, Healthy Food",800," Sector 57, Gurgaon",4,112,244,https://www.zomato.com/ncr/flavora-sector-57,"Shop 1-8, Artemis Hospital Road, Opposite Goodluck Society, Sector 57, Gurgaon",918369000000,28.429517,77.082407
Brain Freezers,"Desserts, Ice Cream, Beverages, North Indian, Italian, Fast Food, Street Food",350," NIT, Faridabad",4,194,387,https://www.zomato.com/ncr/brain-freezers-nit-faridabad,"5N/51, Near Sri Ram Mandir, NIT, Faridabad",919819000000,28.39720894,77.30192933
All India Parantha Trail,North Indian,500," Sector 22, Gurgaon",4,78,126,https://www.zomato.com/ncr/all-india-parantha-trail-sector-22,"Near Ambience Tower, Old Delhi Gurgaon Highway, Sector 22, Gurgaon",919871000000,28.50611291,77.07047347
Keshav Food Point,"Street Food, Fast Food, North Indian, Beverages",300," NIT, Faridabad",4,135,341,https://www.zomato.com/ncr/keshav-food-point-1-nit-faridabad,"5G, 48A, NIT 5, Near NIT, Faridabad",919897000000,28.39706325,77.30426185
BBQ Ride,BBQ,400," Sector 49, Gurgaon",4,98,111,https://www.zomato.com/ncr/bbq-ride-sector-49,"Eros City Square, Rose Wood City, Sector 49, Delhi NCR, Delhi NCR",918448000000,28.41331814,77.05463469
Khushboo Vaishno Dhaba,North Indian,200," Model Town 3, New Delhi",4,510,21900,https://www.zomato.com/ncr/khushboo-vaishno-dhaba-model-town-3,"Shop 468, Railway Road, Near Mother Dairy, Model Town 3, New Delhi",918470000000,28.70713342,77.17702456
"Foodie Sip ""N"" Bite",Fast Food,300," Ashok Vihar Phase 3, New Delhi",4,208,4412,https://www.zomato.com/ncr/foodie-sip-n-bite-ashok-vihar-phase-3-new-delhi,"229, Nimri Colony, Near Ashok Vihar Phase 4, Ashok Vihar Phase 3, New Delhi",918528000000,28.6820616,77.1743313
InstaDozza,South Indian,300," DLF Phase 3, Gurgaon",4,322,6708,https://www.zomato.com/ncr/instadozza-dlf-phase-3,"Inside Rapid Metro Station, DLF Phase 3, Gurgaon",919891000000,28.49340773,77.09345162
Moffle Waffle,"Desserts, Fast Food, Beverages",400," Jail Road, New Delhi",4,268,2845,https://www.zomato.com/ncr/moffle-waffle-2-jail-road-new-delhi,"WZ 686 E, Shop 2, Shiv Nagar Extention, Jail Road, New Delhi",919953000000,28.632944,77.091568
Chinese King,"Chinese, Momos",650," Karol Bagh, New Delhi",4,290,4188,https://www.zomato.com/ncr/chinese-king-karol-bagh-new-delhi,"Shop 6, 15-A/5, Near Pooja Park, Karol Bagh, New Delhi",920000000000,28.6456699,77.1875305
Grill Inn,"Fast Food, Sandwich, Burmese, Pizza, Italian, Wraps",400," Janakpuri, New Delhi",4,286,1159,https://www.zomato.com/ncr/grill-inn-janakpuri-new-delhi,"C-4B/293 A, Janakpuri, New Delhi",919599000000,28.61928786,77.09176082
